Timestamp,Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,hour,dayofweek,is_peak,energy_lag_1,energy_roll_mean_3
2024-01-01 00:03:00,-0.6007236350780953,-1.213092463355837,-1.3593630237203946,0.2420111140359259,0.14679129554342565,1,2,2,1.3226377640279607,3,-1.1107706150423056,1.554429880636842,-0.6905869420616941,0.8688594871356036,-1.5298287583989485,-1.3821531755985677,7.389265564508191,0,0,0,11.70137693672586,9.414798274105399
2024-01-01 00:04:00,-0.06201842456082469,0.8687169191876349,-1.31775367410629,-1.3888998909350287,0.5666270341492876,2,1,1,0.0624079698584929,2,-0.04324967218867642,-1.3945437231721403,-0.7495178591290057,1.0293150854272577,0.8179655918744868,-1.345600290268291,6.761205202007953,0,0,0,7.389265564508191,7.859781182977113
2024-01-01 00:05:00,-0.9326455662653027,-1.6994154349895392,0.317541292332124,-0.17970758758157993,-0.7740292181621012,1,3,1,-0.3406708480354351,4,-1.206014679459243,-1.2052172300242874,0.6696469131735833,1.2750217460212157,-1.551313880485332,-1.5783716270091395,4.31906050402437,0,0,0,6.761205202007953,8.617282567747333
2024-01-01 00:06:00,0.5083182294198062,-1.141757591363425,-0.5458513472102235,0.9543019223986589,-0.6238265644667909,3,2,2,1.393847322707174,4,-1.238553271328372,0.015813562298086933,0.5199668549992303,-0.0847202998718027,-0.061016522512661264,-1.0454876241595812,9.28572513709307,0,0,0,4.31906050402437,6.156510423513505
2024-01-01 00:07:00,1.6852443566182023,0.2927100461224134,-1.6181820361187755,-1.6690827357473594,-0.5760677406858339,1,3,3,-1.3999854583530453,2,1.3189523268110175,-0.29807252381699206,-1.0268441020573882,0.9708605729129304,1.245825687908837,-1.1281766110962657,10.154375379907354,0,0,0,9.28572513709307,6.788663614375132
2024-01-01 00:08:00,0.3797346451962329,0.7576120679766376,0.13477743253471328,-1.5684038626766716,0.6935643060089733,1,3,1,-0.09353411868837982,1,1.472307990914245,-0.32473598661474495,0.6630471123457775,-1.5007072005443018,-1.3438488802418715,-0.5289940941565259,8.734982030592302,0,0,0,10.154375379907354,7.919720340341598
2024-01-01 00:09:00,-0.47445062736949717,1.4614708480385865,-0.3972531648118314,-1.532946670614442,-0.09290768426161353,1,3,2,0.5230970746952885,3,1.6208389560646452,-0.7200094639286299,-0.7257900698515585,-0.19411769638588947,0.7062708257206234,0.5618486587209759,9.139607590819022,0,0,0,8.734982030592302,9.391694182530907
2024-01-01 00:10:00,0.5338430757190595,0.7266712832733448,-1.389276810146432,0.7590163676100937,0.060792292679976316,3,3,2,0.37231109695854603,3,0.6390402696575402,0.1957294345090626,-1.0356737676528605,-1.6322305401995845,-1.591053097280802,-1.5573684488185187,9.3552963469904,0,0,0,9.139607590819022,9.342988333772894
2024-01-01 00:11:00,-1.2911361315621557,0.6093332115500658,1.0351647174164307,-0.034580600718612534,0.3205363340105604,1,2,3,-0.8119732594006601,2,0.9522664780253516,1.315920988176156,0.8563403107714611,1.4395598415910484,1.7028275780312243,1.265965669728171,6.935742891556282,0,0,0,9.3552963469904,9.076628656133908
2024-01-01 00:12:00,1.371209586607723,-0.3561644890316754,1.4266085323804196,-0.49122315886403234,0.9384778544284266,1,1,2,0.2167232554945052,1,1.1763986524000605,-1.192377750433715,-0.47677576096015406,1.589122490660127,0.6208856219770653,-0.6035627215438595,9.893371837354756,0,0,0,6.935742891556282,8.476882276455235
2024-01-01 00:13:00,0.03062866157428781,-1.724020336718554,0.8783661097991816,-1.4001704493965366,-1.4326582120533857,2,2,3,0.7163847374186457,2,0.5643608040074387,-1.003614039677487,0.2393445772768262,-1.4455097705696034,1.6190829362227703,0.37737120228222887,8.731184312327246,0,0,0,9.893371837354756,8.728137025300478
2024-01-01 00:14:00,-0.15619629094528795,-1.3103303344037134,1.1060873591358589,0.7631747385205291,0.966655220412351,2,2,2,0.2909334677638109,3,-0.5730410590473319,0.5781692601023943,-1.0412033601709956,0.11154131878658258,0.5726553328914123,-1.7055062132469625,7.207605094790329,0,0,0,8.731184312327246,8.520099680412761
2024-01-01 00:15:00,0.31844393661988374,0.1317847222954806,-0.9900228877174998,-0.6565169554378009,0.21999325733923933,1,1,1,0.633481428948054,2,-1.174674526951852,-1.5560251866445323,0.3931356193131201,-0.6084873383234302,-0.9092832782794229,-0.46614341868075454,7.948397965703622,0,0,0,7.207605094790329,8.61072041482411
2024-01-01 00:16:00,0.45375911824027115,0.6209935111575,-0.8271499766989658,-0.8488001508536277,0.5899724001948389,2,3,3,-0.8401737040880688,2,-0.894765402858762,0.5883803982106897,-1.0139105274146225,-0.5481237272160338,1.4707811400494335,-1.7403755399128678,8.19924324438179,0,0,0,7.948397965703622,7.962395790940398
